1,5,0,2,0,1,0,0,0,5
2,6,0,2,0,1,0,0,0,5
3,7,0,2,0,1,0,0,0,5
4,8,0,2,0,1,0,0,0,5
5,9,8,3,0,-1,0,0,0,5
6,14,0,4,3,3,0,0,0,9
7,15,0,2,0,1,0,0,0,9
8,17,0,5,1,4,0,0,0,10
13,18,0,2,0,1,0,0,0,6
14,20,12,6,5,-1,0,0,0,7
16,21,0,2,0,1,0,0,0,6
17,23,0,7,0,6,0,0,0,7
19,24,0,2,0,1,0,0,0,6
20,26,0,8,0,7,0,0,0,7
22,27,0,2,0,1,0,0,0,6
23,32,0,4,2,1,0,0,0,10
25,33,0,2,0,1,0,0,0,9
26,34,0,2,0,1,0,0,0,9
31,35,0,2,0,1,0,0,0,5
